body_type,km,ownerno,brand,model,modelyear,price_in_lakh,insurance_validity,fuel_type,seats,transmission,top_features_count,comfort_count,safety_count,mileage,color,displacement,city
SUV,45107,1,Jeep,Jeep Compass,2020,17.5,Comprehensive,Diesel,5,Automatic,9,17,25,17.1,Black,1956,Kolkata
Sedan,9470,1,Maruti,Maruti Swift Dzire,2015,4.25,Comprehensive,Petrol,5,Automatic,9,12,19,18.5,Grey,1197,Kolkata
MUV,125000,1,Toyota,Toyota Innova,2007,2.84,Comprehensive,Diesel,8,Manual,9,10,20,12.99,Black,2494,Kolkata
Hatchback,7000,1,Maruti,Maruti S-Presso,2021,4.3,Comprehensive,Petrol,5,Manual,9,6,20,21.7,Orange,998,Kolkata
Hatchback,73000,1,Maruti,Maruti Baleno,2018,4.45,Comprehensive,Diesel,5,Manual,8,8,22,27.39,Red,1248,Kolkata
SUV,11000,1,Maruti,Maruti Brezza,2022,11.99,Comprehensive,Petrol,5,Manual,9,22,32,19.89,Silver,1462,Kolkata
Hatchback,30000,1,Hyundai,Hyundai i10,2010,1.7,Third Party insurance,Petrol,5,Manual,9,10,11,20.36,Others,1197,Kolkata
SUV,35500,1,Nissan,Nissan Terrano,2013,3.5,Comprehensive,Diesel,5,Manual,9,16,21,20.45,Grey,1461,Kolkata
Hatchback,10000,1,Maruti,Maruti Swift,2019,5.25,Third Party insurance,Petrol,5,Automatic,9,11,25,19.095,Others,1197,Kolkata
Hatchback,43000,2,Hyundai,Hyundai Grand i10,2017,3.85,Comprehensive,Diesel,5,Manual,9,15,24,19.095,White,1186,Kolkata
Hatchback,34144,1,Maruti,Maruti Wagon R,2021,4.98,Comprehensive,CNG,5,Manual,8,7,22,32.52,Silver,998,Kolkata
Hatchback,6669,1,Hyundai,Hyundai Grand i10 Nios,2021,6.25,Third Party insurance,Petrol,5,Manual,9,15,24,20.7,Blue,1197,Kolkata
Hatchback,22618,1,Hyundai,Hyundai Grand i10,2019,4.94,Third Party insurance,Petrol,5,Manual,9,16,24,18.9,Orange,1197,Kolkata
Hatchback,27042,1,Maruti,Maruti Wagon R,2019,4.62,Comprehensive,CNG,5,Manual,8,7,20,32.52,Blue,998,Kolkata
SUV,38224,1,Hyundai,Hyundai Creta,2016,7.1,Comprehensive,Petrol,5,Manual,9,21,24,19.095,Black,1591,Kolkata
Sedan,23379,1,Honda,Honda City,2018,8.89,Comprehensive,Petrol,5,Automatic,9,27,29,19.095,Silver,1497,Kolkata
Sedan,47000,1,Mercedes-Benz,Mercedes-Benz CLA,2018,20.99,Comprehensive,Diesel,5,Automatic,9,24,28,17.9,Silver,2143,Kolkata
Hatchback,21388,1,Maruti,Maruti Alto 800,2019,3.04,Comprehensive,Petrol,5,Manual,8,5,13,22.05,Red,796,Kolkata
Hatchback,23005,1,Maruti,Maruti Wagon R,2015,3.08,Comprehensive,Petrol,5,Manual,8,5,11,18.9,Silver,998,Kolkata
Sedan,7308,1,Hyundai,Hyundai Elantra,2021,15.5,Comprehensive,Petrol,5,Automatic,9,31,35,14.62,Black,1999,Kolkata
Sedan,90000,1,BMW,BMW 3 Series,2008,5.0,Third Party insurance,Diesel,5,Automatic,9,20,25,13.2,Green,1995,Kolkata
Hatchback,60000,1,Chevrolet,Chevrolet Beat,2013,1.5,Third Party insurance,Petrol,5,Manual,8,10,9,18.6,Others,1199,Kolkata
Hatchback,60000,1,Volkswagen,Volkswagen Polo,2016,3.95,Third Party insurance,Petrol,5,Manual,9,17,20,16.2,Orange,1199,Kolkata
SUV,36674,1,Kia,Kia Seltos,2020,14.0,Comprehensive,Petrol,5,Automatic,9,24,34,16.5,Black,1353,Kolkata
Hatchback,20000,1,Maruti,Maruti Wagon R,2019,4.5,Third Party insurance,Petrol,5,Automatic,9,8,25,21.79,Others,998,Kolkata
Sedan,17153,1,Maruti,Maruti Swift Dzire,2018,4.95,Comprehensive,Petrol,5,Manual,0,0,0,19.095,Grey,1197,Kolkata
SUV,39000,1,Mahindra,Mahindra XUV500,2018,10.78,Comprehensive,Diesel,7,Manual,9,23,30,19.095,White,2179,Kolkata
Hatchback,32165,1,Maruti,Maruti Wagon R,2020,4.6,Comprehensive,Petrol,5,Manual,9,9,25,21.79,Orange,998,Kolkata
Sedan,27447,1,Skoda,Skoda Rapid,2018,5.6,Third Party insurance,Petrol,5,Manual,9,22,27,15.41,Grey,1598,Kolkata
Hatchback,26305,1,Maruti,Maruti Alto 800,2015,2.59,Comprehensive,Petrol,5,Manual,9,8,11,22.74,Red,796,Kolkata
Hatchback,20000,1,Maruti,Maruti Alto,2008,1.3,Third Party insurance,Petrol,5,Manual,9,2,7,19.7,Others,796,Kolkata
Hatchback,17024,2,Datsun,Datsun RediGO,2018,2.72,Comprehensive,Petrol,5,Manual,9,10,15,22.7,Grey,799,Kolkata
Sedan,9243,1,Honda,Honda City,2020,9.82,Third Party insurance,Petrol,5,Automatic,9,26,32,18.3,Red,1498,Kolkata
Sedan,100000,1,Skoda,Skoda Rapid,2017,4.25,Comprehensive,Petrol,5,Manual,9,20,24,15.41,Silver,1598,Kolkata
Hatchback,19280,1,Datsun,Datsun GO,2017,2.97,Comprehensive,Petrol,5,Manual,9,11,15,20.63,Blue,1198,Kolkata
SUV,10000,1,Hyundai,Hyundai Venue,2019,7.5,Third Party insurance,Petrol,5,Manual,9,15,27,18.27,Others,998,Kolkata
Sedan,9646,1,Maruti,Maruti Swift Dzire,2021,6.58,Comprehensive,Petrol,5,Manual,9,19,26,22.41,Grey,1197,Kolkata
SUV,11344,1,Maruti,Maruti SX4 S Cross,2020,7.5,Third Party insurance,Petrol,5,Manual,9,16,25,18.55,Blue,1462,Kolkata
Sedan,17899,1,BMW,BMW 3 Series,2021,46.0,Comprehensive,Petrol,5,Automatic,9,29,35,16.13,Black,1998,Kolkata
Hatchback,6000,1,Renault,Renault KWID,2021,4.49,Comprehensive,Petrol,5,Manual,9,11,22,23.01,Outback Bronze,999,Kolkata
Hatchback,80000,1,Chevrolet,Chevrolet Beat,2010,1.5,Third Party insurance,Petrol,5,Manual,9,11,9,18.6,Black,1199,Kolkata
Hatchback,50000,1,Tata,Tata Indica,2006,99.0,Third Party insurance,Diesel,5,Manual,8,5,7,17.88,Others,1396,Kolkata
Hatchback,35000,2,Hyundai,Hyundai i20,2014,4.5,Third Party insurance,Diesel,5,Manual,9,17,24,22.54,Grey,1396,Kolkata
MUV,31244,2,Maruti,Maruti Ertiga,2015,5.65,Third Party insurance,Petrol,7,Manual,9,16,22,17.5,Golden,1373,Kolkata
Hatchback,40000,1,Hyundai,Hyundai Grand i10,2017,4.1,Third Party insurance,Petrol,5,Manual,9,15,20,18.9,Grey,1197,Kolkata
Hatchback,30000,2,Chevrolet,Chevrolet Beat,2012,1.7,Third Party insurance,Petrol,5,Manual,9,11,9,18.6,Green,1199,Kolkata
Sedan,60000,1,Tata,Tata Indigo,2012,1.78,Third Party insurance,Diesel,5,Manual,8,7,9,23.03,White,1396,Kolkata
Sedan,70000,1,BMW,BMW 5 Series,2010,8.95,Comprehensive,Diesel,5,Automatic,9,20,25,16.73,Silver,2993,Kolkata
Hatchback,65440,1,Hyundai,Hyundai EON,2015,2.39,Comprehensive,Petrol,5,Manual,8,9,13,21.1,Silver,814,Kolkata
Hatchback,35884,1,Tata,Tata Altroz,2021,6.52,Comprehensive,Petrol,5,Manual,9,19,28,19.33,Blue,1199,Kolkata
Sedan,77500,1,Toyota,Toyota Corolla Altis,2015,5.5,Third Party insurance,Petrol,5,Manual,9,18,23,14.28,Golden,1798,Kolkata
Sedan,59729,1,Toyota,Toyota Corolla Altis,2015,5.99,Comprehensive,Petrol,5,Manual,9,18,23,14.28,Golden,1798,Kolkata
Hatchback,64854,1,Maruti,Maruti Alto 800,2014,1.99,Comprehensive,Petrol,5,Manual,9,8,11,22.74,Blue,796,Kolkata
Sedan,29836,2,Maruti,Maruti Swift Dzire,2018,5.75,Comprehensive,Petrol,5,Manual,9,21,27,19.095,Golden,1197,Kolkata
Sedan,74094,1,Ford,Ford Aspire,2017,4.45,Comprehensive,Diesel,5,Manual,9,16,23,25.83,Grey,1498,Kolkata
Hatchback,11590,1,Maruti,Maruti Swift,2021,6.2,Comprehensive,Petrol,5,Manual,9,11,26,22.38,Blue,1197,Kolkata
Hatchback,9461,1,Honda,Honda Jazz,2021,7.06,Comprehensive,Petrol,5,Manual,9,16,21,17.1,Brown,1199,Kolkata
Sedan,59006,3,Renault,Renault Scala,2014,3.63,Comprehensive,Diesel,5,Manual,9,15,24,21.64,Silver,1461,Kolkata
MUV,10000,1,Toyota,Toyota Innova Crysta,2022,24.0,Third Party insurance,Diesel,7,Manual,9,24,33,19.095,Others,2393,Kolkata
Sedan,150000,2,Maruti,Maruti Swift Dzire,2017,4.92,Third Party insurance,Diesel,5,Manual,9,12,19,26.59,Others,1248,Kolkata
Sedan,40000,3,Honda,Honda Amaze,2016,3.6,Third Party insurance,Petrol,5,Manual,9,16,22,17.8,Gray,1198,Kolkata
Sedan,80000,2,Maruti,Maruti Swift Dzire,2009,2.8,Third Party insurance,Diesel,5,Manual,9,12,14,19.3,Others,1248,Kolkata
SUV,90000,1,Toyota,Toyota Fortuner,2016,16.4,Third Party insurance,Diesel,7,Automatic,9,20,23,12.55,Others,2982,Kolkata
SUV,80000,2,Land Rover,Land Rover Freelander 2,2012,9.5,Third Party insurance,Diesel,5,Automatic,9,19,29,12.35,Black,2179,Kolkata
SUV,73000,2,Toyota,Toyota Fortuner,2014,12.99,Comprehensive,Diesel,7,Manual,9,19,26,12.55,White,2982,Kolkata
Hatchback,150000,1,Maruti,Maruti Wagon R,2010,2.5,Third Party insurance,Petrol,5,Manual,8,5,11,18.9,Others,998,Kolkata
Sedan,33600,1,Mercedes-Benz,Mercedes-Benz E-Class,2018,39.5,Third Party insurance,Diesel,5,Automatic,9,31,38,19.095,Black,2987,Kolkata
Hatchback,60000,3,Toyota,Toyota Etios Liva,2011,2.5,Third Party insurance,Diesel,5,Manual,0,0,0,23.59,Others,1364,Kolkata
Hatchback,82286,1,Honda,Honda Jazz,2016,3.73,Third Party insurance,Petrol,5,Manual,9,12,20,18.7,Others,1199,Kolkata
SUV,59880,2,Honda,Honda CR-V,2010,4.15,Third Party insurance,Petrol,5,Manual,0,0,0,19.095,White,1997,Kolkata
MUV,29841,1,Toyota,Toyota Innova Crysta,2021,22.0,Comprehensive,Diesel,8,Manual,9,24,32,19.095,White,2393,Kolkata
Hatchback,10518,1,Maruti,Maruti Celerio,2022,5.17,Comprehensive,Petrol,5,Manual,9,12,25,25.24,Grey,998,Kolkata
Hatchback,6204,1,Maruti,Maruti Celerio,2020,4.56,Comprehensive,Petrol,5,Manual,9,11,20,23.1,Grey,998,Kolkata
MUV,20000,1,Mahindra,Mahindra Marazzo,2020,12.5,Third Party insurance,Diesel,8,Manual,9,16,26,17.3,Blue,1497,Kolkata
Hatchback,23696,1,Hyundai,Hyundai i20,2013,3.11,Third Party insurance,Petrol,5,Manual,9,10,19,18.5,Brown,1197,Kolkata
MUV,112000,1,Toyota,Toyota Innova,2016,9.5,Third Party insurance,Diesel,8,Manual,8,9,20,12.99,White,2494,Kolkata
Hatchback,7569,1,Maruti,Maruti Alto 800,2020,3.05,Comprehensive,Petrol,5,Manual,8,5,13,22.05,Blue,796,Kolkata
Hatchback,18800,1,Maruti,Maruti Swift,2019,5.83,Comprehensive,Petrol,5,Automatic,9,15,29,21.21,Blue,1197,Kolkata
Hatchback,32147,1,Renault,Renault KWID,2018,2.5,Third Party insurance,Petrol,5,Automatic,9,7,13,24.04,Red,999,Kolkata
SUV,27000,1,Ford,Ford Ecosport,2016,4.3,Comprehensive,Petrol,5,Manual,9,14,26,19.095,White,1497,Kolkata
Hatchback,35100,1,Chevrolet,Chevrolet Beat,2010,1.5,Third Party insurance,Petrol,5,Manual,9,11,9,18.6,Green,1199,Kolkata
SUV,20000,1,Tata,Tata Nexon,2022,6.5,Third Party insurance,Petrol,5,Manual,8,9,20,17.33,Others,1199,Kolkata
Hatchback,31458,1,Hyundai,Hyundai Grand i10,2014,3.3,Comprehensive,Petrol,5,Manual,9,16,17,18.9,Silver,1197,Kolkata
Sedan,12000,1,Audi,Audi A4,2015,14.99,Third Party insurance,Petrol,5,Automatic,9,21,30,15.64,White,1798,Kolkata
Sedan,10000,1,Honda,Honda Amaze,2021,6.75,Third Party insurance,Petrol,5,Manual,9,20,29,18.6,Black,1199,Kolkata
SUV,32000,1,Maruti,Maruti Vitara Brezza,2018,7.75,Comprehensive,Diesel,5,Automatic,9,20,27,24.3,Cherry Red,1248,Kolkata
Hatchback,37659,1,Maruti,Maruti Swift,2012,2.8,Comprehensive,Diesel,5,Manual,9,8,12,22.9,Orange,1248,Kolkata
Sedan,31479,1,Maruti,Maruti Swift Dzire,2020,5.88,Comprehensive,Petrol,5,Automatic,9,14,27,22.61,Blue,1197,Kolkata
Hatchback,10998,1,Maruti,Maruti Alto 800,2019,3.29,Comprehensive,Petrol,5,Manual,9,6,17,22.05,Silver,796,Kolkata
Hatchback,10000,1,Renault,Renault KWID,2021,4.6,Third Party insurance,Petrol,5,Automatic,9,11,22,19.095,Gray,999,Kolkata
Hatchback,27370,1,Maruti,Maruti Wagon R,2021,4.79,Comprehensive,CNG,5,Manual,8,7,20,32.52,White,998,Kolkata
Hatchback,39714,1,Maruti,Maruti Swift,2016,3.8,Comprehensive,Petrol,5,Manual,8,8,16,20.4,Silver,1197,Kolkata
Hatchback,34000,1,Hyundai,Hyundai EON,2015,2.35,Comprehensive,Petrol,5,Manual,9,9,15,21.1,Blue,814,Kolkata
Hatchback,41469,2,Hyundai,Hyundai i10,2015,3.09,Comprehensive,Petrol,5,Manual,9,10,11,20.36,Grey,1197,Kolkata
Hatchback,6033,1,Maruti,Maruti Baleno,2019,6.7,Comprehensive,Petrol,5,Manual,9,15,28,21.4,Grey,1197,Kolkata
Hatchback,28036,1,Maruti,Maruti Alto 800,2017,2.69,Comprehensive,Petrol,5,Manual,9,7,12,24.7,White,796,Kolkata
Hatchback,19631,1,Maruti,Maruti Alto 800,2014,2.48,Comprehensive,Petrol,5,Manual,9,8,11,22.74,Red,796,Kolkata
SUV,70000,1,Mahindra,Mahindra KUV 100,2016,3.0,Third Party insurance,Diesel,6,Manual,8,7,17,25.32,Others,1198,Kolkata
Sedan,50000,1,Honda,Honda City,2015,4.6,Comprehensive,Petrol,5,Manual,9,17,23,17.8,Silver,1497,Kolkata
SUV,33197,1,Mahindra,Mahindra XUV500,2020,10.75,Comprehensive,Diesel,7,Manual,9,22,24,15.1,White,2179,Kolkata
Hatchback,29000,1,Maruti,Maruti Baleno,2018,5.7,Third Party insurance,Petrol,5,Manual,9,11,24,21.4,Grey,1197,Kolkata
SUV,60000,1,Tata,Tata Nexon,2021,9.75,Comprehensive,Petrol,5,Automatic,9,17,21,16.35,Green,1199,Kolkata
Hatchback,48000,1,Maruti,Maruti Wagon R,2018,3.3,Third Party insurance,Petrol,5,Manual,9,11,17,20.51,Grey,998,Kolkata
Hatchback,10000,1,Hyundai,Hyundai EON,2013,2.2,Third Party insurance,Petrol,5,Manual,9,9,15,21.1,Others,814,Kolkata
Hatchback,41000,1,Maruti,Maruti Swift,2018,4.95,Comprehensive,Petrol,5,Manual,9,12,26,19.095,Sunset Red,1197,Kolkata
SUV,79955,2,Mahindra,Mahindra Scorpio,2017,8.9,Comprehensive,Diesel,9,Manual,8,11,13,15.4,White,1997,Kolkata
Sedan,25910,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,35.0,Comprehensive,Diesel,5,Automatic,9,23,27,19.27,White,2143,Kolkata
Hatchback,44446,2,Hyundai,Hyundai EON,2018,2.79,Comprehensive,Petrol,5,Manual,9,9,17,21.1,Red,814,Kolkata
Hatchback,30658,1,Tata,Tata Tiago,2018,4.24,Comprehensive,Diesel,5,Manual,9,10,22,27.28,Red,1047,Kolkata
Sedan,44000,1,Honda,Honda City,2017,5.95,Third Party insurance,Petrol,5,Manual,9,21,23,17.8,Red,1497,Kolkata
Hatchback,55073,1,Tata,Tata Tiago,2017,3.52,Third Party insurance,Petrol,5,Manual,9,14,24,23.84,Others,1199,Kolkata
Sedan,43886,1,Toyota,Toyota Corolla Altis,2012,4.81,Comprehensive,Petrol,5,Automatic,9,13,16,14.53,White,1794,Kolkata
MUV,20000,1,Mahindra,Mahindra Marazzo,2022,10.9,Third Party insurance,Diesel,8,Manual,8,12,22,17.3,Others,1497,Kolkata
Sedan,118569,2,Honda,Honda City,2016,4.64,Comprehensive,Petrol,5,Manual,9,17,23,17.8,Silver,1497,Kolkata
Sedan,30000,1,Volkswagen,Volkswagen Vento,2014,3.4,Third Party insurance,Diesel,5,Manual,9,14,20,20.34,Others,1498,Kolkata
Hatchback,18060,1,Maruti,Maruti Alto 800,2019,3.52,Zero Dep,Petrol,5,Manual,9,7,14,24.7,Red,796,Kolkata
Sedan,94042,1,Honda,Honda Amaze,2014,3.19,Comprehensive,Petrol,5,Manual,9,15,21,19.095,Others,1198,Kolkata
SUV,90438,1,Mahindra,Mahindra Scorpio,2017,10.75,Comprehensive,Diesel,8,Manual,9,15,25,15.4,Black,2179,Kolkata
Hatchback,120000,2,Maruti,Maruti Wagon R,2009,1.4,Third Party insurance,Petrol,5,Manual,9,9,16,18.9,Gray,998,Kolkata
Hatchback,80000,1,Hyundai,Hyundai Santro Xing,2009,1.25,Third Party insurance,Petrol,5,Manual,9,9,16,17.92,Others,1086,Kolkata
SUV,50000,1,Jeep,Jeep Compass,2018,12.0,Third Party insurance,Diesel,5,Manual,9,15,24,17.1,Others,1956,Kolkata
Hatchback,60000,3,Maruti,Maruti Ritz,2010,1.6,Third Party insurance,Petrol,5,Manual,8,10,16,18.5,Others,1197,Kolkata
Hatchback,70000,2,Maruti,Maruti Estilo,2010,1.2,Third Party insurance,Petrol,5,Manual,0,0,0,19.5,Others,1061,Kolkata
SUV,975000,1,Kia,Kia Sonet,2021,9.75,Third Party insurance,Petrol,5,Manual,9,18,30,18.2,Black,998,Kolkata
SUV,55000,1,Hyundai,Hyundai Creta,2018,9.99,Comprehensive,Diesel,5,Manual,9,23,28,19.67,Grey,1582,Kolkata
Sedan,30000,1,Mercedes-Benz,Mercedes-Benz C-Class,2017,25.0,Third Party insurance,Diesel,5,Automatic,9,23,27,19.27,Others,2143,Kolkata
Hatchback,104900,1,Hyundai,Hyundai i10,2010,1.96,Comprehensive,Petrol,5,Manual,8,10,10,20.36,Golden,1197,Kolkata
Sedan,24092,2,Toyota,Toyota Yaris,2018,6.83,Third Party insurance,Petrol,5,Manual,9,13,24,17.1,Brown,1496,Kolkata
Sedan,90000,2,Maruti,Maruti Swift Dzire,2017,5.0,Third Party insurance,Diesel,5,Manual,9,12,19,26.59,Others,1248,Kolkata
Hatchback,28519,1,Tata,Tata Altroz,2020,6.49,Comprehensive,Petrol,5,Manual,9,19,27,19.33,Golden,1199,Kolkata
Hatchback,88785,1,Honda,Honda Jazz,2016,3.86,Third Party insurance,Petrol,5,Manual,9,14,22,18.7,Silver,1199,Kolkata
Hatchback,90000,2,Volkswagen,Volkswagen Polo,2015,3.0,Third Party insurance,Petrol,5,Manual,9,14,19,16.2,Others,1199,Kolkata
MUV,79755,1,Tata,Tata Hexa,2019,8.88,Comprehensive,Diesel,7,Manual,9,22,22,17.6,Blue,2179,Kolkata
Hatchback,80000,2,Hyundai,Hyundai i20,2017,5.6,Third Party insurance,Petrol,5,Manual,9,21,28,18.6,Silver,1197,Kolkata
Hatchback,68832,2,Mahindra,Mahindra KUV 100 NXT,2017,4.36,Third Party insurance,Petrol,5,Manual,8,9,22,18.15,Silver,1198,Kolkata
SUV,70857,2,Jeep,Jeep Compass,2017,10.32,Comprehensive,Diesel,5,Manual,9,14,25,16.3,Silver,1956,Kolkata
Sedan,50000,3,Honda,Honda City,2010,2.7,Third Party insurance,Petrol,5,Manual,9,17,20,19.095,Others,1497,Kolkata
Sedan,80000,1,Maruti,Maruti Ciaz,2015,4.75,Third Party insurance,Diesel,5,Manual,9,16,21,26.21,Others,1248,Kolkata
Hatchback,110000,2,Maruti,Maruti Ritz,2010,1.4,Third Party insurance,Diesel,5,Manual,8,5,9,21.1,Others,1248,Kolkata
Hatchback,60000,1,Maruti,Maruti Wagon R,2013,3.2,Third Party insurance,Petrol,5,Manual,9,8,14,20.51,Others,998,Kolkata
Hatchback,70000,2,Hyundai,Hyundai Grand i10,2014,3.4,Third Party insurance,Petrol,5,Manual,9,12,17,18.9,Others,1197,Kolkata
Sedan,100000,2,Maruti,Maruti Swift Dzire,2011,2.5,Third Party insurance,Petrol,5,Manual,9,13,14,17.5,Others,1298,Kolkata
Sedan,38000,1,Hyundai,Hyundai Xcent,2014,3.25,Comprehensive,Petrol,5,Manual,9,15,19,19.1,Silver,1197,Kolkata
Hatchback,60000,5,Hyundai,Hyundai i20,2013,2.6,Third Party insurance,Petrol,5,Manual,9,10,15,18.5,Others,1197,Kolkata
MUV,55000,2,Toyota,Toyota Innova,2014,7.99,Comprehensive,Diesel,8,Manual,8,9,20,12.99,Silver,2494,Kolkata
Sedan,60000,1,Hyundai,Hyundai Xcent,2015,4.0,Third Party insurance,Petrol,5,Manual,9,16,17,19.1,Others,1197,Kolkata
SUV,4034,1,Hyundai,Hyundai Venue,2022,9.56,Comprehensive,Petrol,5,Manual,9,20,29,18.27,Blue,998,Kolkata
Hatchback,28614,2,Chevrolet,Chevrolet Beat,2014,2.1,Comprehensive,Diesel,5,Manual,9,11,12,25.44,Silver,936,Kolkata
Hatchback,60000,1,Maruti,Maruti Wagon R,2010,2.4,Third Party insurance,Petrol,5,Manual,9,9,16,18.9,Others,998,Kolkata
Hatchback,34895,1,Maruti,Maruti Alto 800,2015,2.39,Comprehensive,Petrol,5,Manual,9,8,11,22.74,White,796,Kolkata
Hatchback,5891,1,Maruti,Maruti Baleno,2021,8.61,Comprehensive,Petrol,5,Automatic,9,16,27,19.56,Silver,1197,Kolkata
Sedan,28204,2,Mercedes-Benz,Mercedes-Benz E-Class,2017,35.0,Comprehensive,Petrol,5,Automatic,9,23,27,19.095,Brown,1991,Kolkata
Hatchback,17776,2,Maruti,Maruti Ignis,2020,5.98,Comprehensive,Petrol,5,Automatic,9,12,23,20.89,Blue,1197,Kolkata
Sedan,66000,1,Honda,Honda City,2017,7.5,Third Party insurance,Diesel,5,Manual,9,20,23,19.095,White,1498,Kolkata
Hatchback,10667,1,Maruti,Maruti Wagon R,2020,5.59,Comprehensive,Petrol,5,Automatic,9,9,25,20.52,Silver,1197,Kolkata
SUV,27218,1,Kia,Kia Sonet,2021,10.35,Comprehensive,Diesel,5,Manual,9,18,30,18.4,Red,1493,Kolkata
Coupe,170,1,BMW,BMW 3 Series Gran Limousine,2023,58.95,Third Party insurance,Petrol,5,Automatic,9,18,31,15.39,White,1998,Kolkata
Hatchback,28000,1,Ford,Ford Figo,2015,2.59,Comprehensive,Petrol,5,Manual,9,15,23,18.16,Grey,1196,Kolkata
Coupe,12300,2,Audi,Audi S5 Sportback,2021,59.5,Third Party insurance,Petrol,5,Automatic,9,32,37,19.095,Blue,2994,Kolkata
SUV,10372,2,Kia,Kia Seltos,2020,13.0,Comprehensive,Petrol,5,Automatic,9,24,31,19.095,White,1497,Kolkata
Hatchback,6000,1,Maruti,Maruti Baleno,2019,6.5,Comprehensive,Petrol,5,Manual,9,15,28,21.4,Blue,1197,Kolkata
SUV,30022,1,Jeep,Jeep Compass,2018,10.99,Comprehensive,Petrol,5,Automatic,9,15,25,14.1,Grey,1368,Kolkata
SUV,47000,1,Jeep,Jeep Compass,2018,9.99,Third Party insurance,Petrol,5,Automatic,9,14,23,19.095,White,1368,Kolkata
SUV,50247,2,Land Rover,Land Rover Range Rover Evoque,2021,54.0,Comprehensive,Diesel,5,Automatic,9,33,40,19.095,Silicon Silver,1997,Kolkata
Hatchback,2704,1,Maruti,Maruti S-Presso,2022,5.53,Zero Dep,Petrol,5,Manual,9,8,20,21.7,Silver,998,Kolkata
Hatchback,14425,1,Maruti,Maruti Celerio,2022,6.32,Zero Dep,Petrol,5,Manual,9,16,24,24.97,Brown,998,Kolkata
Hatchback,40000,1,Maruti,Maruti Ignis,2018,3.3,Third Party insurance,Petrol,5,Manual,9,11,24,20.89,Others,1197,Kolkata
Sedan,32488,2,Volkswagen,Volkswagen Vento,2017,6.9,Third Party insurance,Petrol,5,Automatic,9,21,24,18.19,Silver,1197,Kolkata
Hatchback,73949,2,Honda,Honda Brio,2012,2.19,Comprehensive,Petrol,5,Manual,9,10,16,19.4,Others,1198,Kolkata
Hatchback,40000,1,Maruti,Maruti Celerio,2018,3.5,Third Party insurance,Petrol,5,Automatic,9,12,20,23.1,Silver,998,Kolkata
Hatchback,55920,2,Hyundai,Hyundai Grand i10,2014,3.38,Comprehensive,Petrol,5,Manual,9,13,21,18.9,Others,1197,Kolkata
SUV,30000,1,Ford,Ford Ecosport,2017,5.0,Third Party insurance,Petrol,5,Manual,9,11,25,19.095,Others,1497,Kolkata
Hatchback,33805,1,Maruti,Maruti Swift,2014,4.08,Comprehensive,Petrol,5,Manual,9,11,26,22.38,Others,1197,Kolkata
Sedan,73781,1,Hyundai,Hyundai Xcent,2014,2.89,Comprehensive,Petrol,5,Manual,9,16,17,19.1,Others,1197,Kolkata
Hatchback,50000,2,Maruti,Maruti Alto 800,2015,2.3,Third Party insurance,Petrol,5,Manual,8,7,10,22.74,White,796,Kolkata
Hatchback,65000,1,Hyundai,Hyundai i20,2014,3.95,Third Party insurance,Petrol,5,Manual,9,14,21,18.6,Red,1197,Kolkata
Hatchback,48072,2,Hyundai,Hyundai i20,2011,2.2,Third Party insurance,Petrol,5,Manual,9,19,15,18.5,Grey,1197,Kolkata
SUV,75420,1,Kia,Kia Seltos,2020,12.0,Third Party insurance,Petrol,5,Automatic,9,24,34,16.5,Red,1353,Kolkata
Sedan,16100,2,Mercedes-Benz,Mercedes-Benz C-Class,2019,30.5,Third Party insurance,Diesel,5,Automatic,9,32,34,12.6,Blue,1950,Kolkata
SUV,40722,1,Maruti,Maruti Vitara Brezza,2018,7.25,Comprehensive,Diesel,5,Manual,9,12,25,24.3,Red,1248,Kolkata
Hatchback,40000,1,Maruti,Maruti Swift,2015,4.3,Third Party insurance,Petrol,5,Manual,9,13,28,21.21,Others,1197,Kolkata
Hatchback,50000,1,Maruti,Maruti Swift,2008,2.0,Third Party insurance,Petrol,5,Manual,8,11,15,16.1,Silver,1298,Kolkata
Hatchback,50000,2,Maruti,Maruti Estilo,2009,1.2,Third Party insurance,Petrol,5,Manual,0,0,0,19.5,Gold,1061,Kolkata
Sedan,40000,3,Volkswagen,Volkswagen Ameo,2017,4.7,Third Party insurance,Petrol,5,Manual,9,19,22,19.095,Others,1198,Kolkata
Hatchback,3188,1,Maruti,Maruti Alto 800,2017,2.96,Comprehensive,Petrol,5,Manual,9,6,17,22.05,White,796,Kolkata
Hatchback,34233,1,Hyundai,Hyundai i20,2019,5.27,Comprehensive,Petrol,5,Manual,9,16,26,18.6,Red,1197,Kolkata
Hatchback,50000,2,Hyundai,Hyundai Santro Xing,2010,1.4,Third Party insurance,Petrol,5,Manual,7,6,10,19.095,Others,1086,Kolkata
Sedan,51767,1,Honda,Honda City,2016,5.91,Third Party insurance,Petrol,5,Automatic,9,21,23,19.095,Black,1497,Kolkata
Hatchback,40965,1,Hyundai,Hyundai i20,2018,4.8,Comprehensive,Petrol,5,Manual,9,15,22,18.6,Blue,1197,Kolkata
Sedan,70000,2,Hyundai,Hyundai Verna,2011,2.5,Third Party insurance,Petrol,5,Manual,9,16,25,17.01,Others,1591,Kolkata
SUV,8176,2,Tata,Tata Nexon,2022,8.22,Third Party insurance,Petrol,5,Manual,9,18,23,17.33,Red,1199,Kolkata
